"peak.x","Chr.x","Start.x","End.x","Annotation.x","Detailed.Annotation.x","Distance.to.TSS.x","Nearest.PromoterID.x","Entrez.ID.x","Nearest.Unigene.x","Nearest.Refseq","Gene.Name.x","Gene.Alias.x","Gene.Description.x","Gene.Type.x","Conc.x","Conc_group1.x","Conc_group2.x","Fold.x","p.value.x","FDR.x","peak.y","Chr.y","Start.y","End.y","Annotation.y","Detailed.Annotation.y","Distance.to.TSS.y","Nearest.PromoterID.y","Entrez.ID.y","Nearest.Unigene.y","Gene.Name.y","Gene.Alias.y","Gene.Description.y","Gene.Type.y","Conc.y","Conc_group1.y","Conc_group2.y","Fold.y","p.value.y","FDR.y"
10649,"chrX",11377952,11378151,"intron (NM_001103486, intron 3 of 17)","intron (NM_001103486, intron 3 of 17)",2288,"NM_167281",32083,"Dm.4352","NM_078565","dlg1","11|CG1725|CG1730|CPD|DLG|DLG-A|DLG1|Discs-large|Dlg|Dlg-A|Dlg1|DlgA|DlgS97|Dmel\CG1725|Drodlg|PSD-95|PSD95|SAP97|anon-EST:Posey93|anon-WO03040301.258|anon-WO03040301.260|anon-WO03040301.268|d. lg.-1|dlg|dlg-1|dlg-A|dlgA|dlgS97|l(1)10Bf|l(1)G0276|l(1)G0342|l(1)G0456|l(1)G19|l(1)L11|l(1)bwn|l(1)d.lg-1|l(1)d.lg.-1|l(1)discs large|l(1)dlg|l(1)dlg-1|l(1)dlg1|l(1)l.pr.-2|l(1)lpr-2|misb","discs large 1","protein-coding",5.96,6.18,5.69,0.49,0.00854,0.0634,9990,"chrX",11377994,11378193,"intron (NM_001103486, intron 3 of 17)","intron (NM_001103486, intron 3 of 17)",2330,"NM_167281",32083,"Dm.4352","dlg1","11|CG1725|CG1730|CPD|DLG|DLG-A|DLG1|Discs-large|Dlg|Dlg-A|Dlg1|DlgA|DlgS97|Dmel\CG1725|Drodlg|PSD-95|PSD95|SAP97|anon-EST:Posey93|anon-WO03040301.258|anon-WO03040301.260|anon-WO03040301.268|d. lg.-1|dlg|dlg-1|dlg-A|dlgA|dlgS97|l(1)10Bf|l(1)G0276|l(1)G0342|l(1)G0456|l(1)G19|l(1)L11|l(1)bwn|l(1)d.lg-1|l(1)d.lg.-1|l(1)discs large|l(1)dlg|l(1)dlg-1|l(1)dlg1|l(1)l.pr.-2|l(1)lpr-2|misb","discs large 1","protein-coding",5.08,5.34,4.77,0.58,0.00039,0.0466
2775,"chr2R",11104808,11105007,"intron (NM_001299374, intron 1 of 4)","intron (NM_001299374, intron 1 of 4)",1909,"NM_001273950",2768719,"Dm.22012","NM_206089","luna","CG17326|CG33473|CG9087|DKLF|Dmel\CG33473|KLF|Klf|LUNA|lincRNA.284","luna","protein-coding",8.59,8.75,8.4,0.35,0.013,0.0832,2588,"chr2R",11104804,11105003,"intron (NM_001299374, intron 1 of 4)","intron (NM_001299374, intron 1 of 4)",1913,"NM_206089",2768719,"Dm.22012","luna","CG17326|CG33473|CG9087|DKLF|Dmel\CG33473|KLF|Klf|LUNA|lincRNA.284","luna","protein-coding",7.8,7.95,7.63,0.32,0.001,0.0801
7038,"chr3R",6478086,6478285,"promoter-TSS (NM_001300271)","promoter-TSS (NM_001300271)",-126,"NM_001260021",40797,"","NM_141402","CG15186","Dmel\CG15186","uncharacterized protein","protein-coding",7.15,7.48,6.73,0.76,6.54e-06,0.000337,6600,"chr3R",6495712,6495911,"TTS (NM_206436)","TTS (NM_206436)",6428,"NM_001300267",40797,"","CG15186","Dmel\CG15186","uncharacterized protein","protein-coding",4.59,5.03,3.96,1.07,9.2e-06,0.00254
9166,"chr3R",29089299,29089498,"intron (NM_001276123, intron 1 of 7)","intron (NM_001276123, intron 1 of 7)",1085,"NM_001276123",43435,"Dm.21690","NM_143409","CG11873","Dmel\CG11873|anon-WO0140519.162","uncharacterized protein","protein-coding",6.58,6.88,6.22,0.66,0.000179,0.00396,8592,"chr3R",29084223,29084422,"intron (NM_001276122, intron 2 of 8)","(ATACAG)n|Simple_repeat|Simple_repeat",-3991,"NM_001276123",43435,"Dm.21690","CG11873","Dmel\CG11873|anon-WO0140519.162","uncharacterized protein","protein-coding",7.13,7.33,6.91,0.42,9e-04,0.0759
470,"chr2L",4923912,4924111,"intron (NM_001298678, intron 1 of 9)","intron (NM_001298678, intron 1 of 9)",4382,"NM_164603",249663,"Dm.6487","NM_135031","hoe1","BcDNA:GH02636|CG11918|CG12787|CG2831|Dmel\CG12787|Hoe1|hoe|hoe-1","hoepel1","protein-coding",5.98,5.55,6.32,-0.77,2e-04,0.00432,453,"chr2L",4931079,4931278,"intron (NM_001298678, intron 1 of 9)","intron (NM_001298678, intron 1 of 9)",1124,"NM_135032",249663,"Dm.6487","hoe1","BcDNA:GH02636|CG11918|CG12787|CG2831|Dmel\CG12787|Hoe1|hoe|hoe-1","hoepel1","protein-coding",4.33,4.7,3.83,0.86,0.000105,0.0186
391,"chr2L",3787067,3787266,"promoter-TSS (NM_134964)","promoter-TSS (NM_134964)",-1,"NM_001258935",33604,"","NM_134964","bark","CG3921|Dmel\CG3921|aka","bark beetle","protein-coding",7.33,7.09,7.54,-0.46,0.000535,0.00878,379,"chr2L",3787072,3787271,"promoter-TSS (NM_134964)","promoter-TSS (NM_134964)",4,"NM_001258935",33604,"","bark","CG3921|Dmel\CG3921|aka","bark beetle","protein-coding",7.11,7.29,6.91,0.38,0.000917,0.0759
11220,"chrX",17095026,17095225,"intron (NM_001144742, intron 1 of 3)","intron (NM_001144742, intron 1 of 3)",3271,"NM_132963",32694,"Dm.13463","NM_132963","CG16700","Dmel\CG16700","uncharacterized protein","protein-coding",5.12,5.43,4.73,0.7,0.00238,0.026,10521,"chrX",17093650,17093849,"intron (NM_001144742, intron 1 of 3)","intron (NM_001144742, intron 1 of 3)",1895,"NM_132963",32694,"Dm.13463","CG16700","Dmel\CG16700","uncharacterized protein","protein-coding",4.8,5.2,4.25,0.94,2.04e-05,0.00496
9570,"chrUn_DS484309v1",1618,1817,NA,"TART|LINE|Jockey",NA,NA,NA,"","","","","","",4.77,4.32,5.11,-0.79,0.0014,0.018,8954,"chrUn_DS484280v1",635,834,NA,"HETA|LINE|Jockey",NA,NA,NA,"","","","","",7.2,6.75,7.55,-0.8,1.54e-06,0.000527
9570,"chrUn_DS484309v1",1618,1817,NA,"TART|LINE|Jockey",NA,NA,NA,"","","","","","",4.77,4.32,5.11,-0.79,0.0014,0.018,8956,"chrUn_DS484314v1",2087,2286,NA,"TART_B1|LINE|Jockey",NA,NA,NA,"","","","","",7.86,2.2,8.84,-6.64,9e-178,9.85e-174
9570,"chrUn_DS484309v1",1618,1817,NA,"TART|LINE|Jockey",NA,NA,NA,"","","","","","",4.77,4.32,5.11,-0.79,0.0014,0.018,10942,"chrY_CP007111v1_random",21190,21389,NA,"TART_B1|LINE|Jockey",NA,NA,NA,"","","","","",4.32,2.53,5.1,-2.57,1.54e-18,3.38e-15
9570,"chrUn_DS484309v1",1618,1817,NA,"TART|LINE|Jockey",NA,NA,NA,"","","","","","",4.77,4.32,5.11,-0.79,0.0014,0.018,10940,"chrY_CP007111v1_random",1471,1670,NA,"TART_B1|LINE|Jockey",NA,NA,NA,"","","","","",3.46,1.35,4.28,-2.93,2.41e-13,2.64e-10
9570,"chrUn_DS484309v1",1618,1817,NA,"TART|LINE|Jockey",NA,NA,NA,"","","","","","",4.77,4.32,5.11,-0.79,0.0014,0.018,10941,"chrY_CP007111v1_random",13380,13579,NA,"TART_B1|LINE|Jockey",NA,NA,NA,"","","","","",5.86,1.07,6.83,-5.76,1.54e-85,8.44e-82
3804,"chr2R",20231958,20232157,"5' UTR (NM_137612, exon 1 of 6)","5' UTR (NM_137612, exon 1 of 6)",228,"NM_137612",37281,"","NM_137612","CG11044","Dmel\CG11044|FBXO10","uncharacterized protein","protein-coding",6.2,6.41,5.95,0.46,0.0154,0.0938,3569,"chr2R",20232034,20232233,"5' UTR (NM_137612, exon 1 of 6)","5' UTR (NM_137612, exon 1 of 6)",304,"NM_137612",37281,"","CG11044","Dmel\CG11044|FBXO10","uncharacterized protein","protein-coding",5.76,6.02,5.45,0.57,0.000647,0.0632
265,"chr2L",2855694,2855893,"promoter-TSS (NM_164508)","promoter-TSS (NM_164508)",-15,"NM_134880",33486,"Dm.18379","NM_134880","CG3104","Dmel\CG3104","uncharacterized protein","protein-coding",7,6.82,7.16,-0.34,0.015,0.0923,255,"chr2L",2855465,2855664,"promoter-TSS (NM_164508)","promoter-TSS (NM_164508)",214,"NM_134880",33486,"Dm.18379","CG3104","Dmel\CG3104","uncharacterized protein","protein-coding",5.46,4.62,5.99,-1.37,2.54e-12,2.53e-09
7406,"chr3R",10278035,10278234,"intron (NM_001260090, intron 1 of 13)","intron (NM_001260090, intron 1 of 13)",-6456,"NM_206470",41256,"Dm.13374","NM_141734","Nuak1","CG11870|CG11871|CG11872|CG43143|Dmel\CG43143|Dmel_CG11870|Dmel_CG11872|EMK/KIAA0537|NUAK|Omphk1","Nuak1 ortholog","protein-coding",5.18,4.68,5.55,-0.88,0.000267,0.00527,6945,"chr3R",10284481,10284680,"promoter-TSS (NM_206470)","promoter-TSS (NM_206470)",-10,"NM_206470",41256,"Dm.13374","Nuak1","CG11870|CG11871|CG11872|CG43143|Dmel\CG43143|Dmel_CG11870|Dmel_CG11872|EMK/KIAA0537|NUAK|Omphk1","Nuak1 ortholog","protein-coding",7.12,7.27,6.95,0.32,0.00094,0.0762
7039,"chr3R",6480748,6480947,"intron (NM_001300270, intron 2 of 8)","intron (NM_001300270, intron 2 of 8)",-1943,"NM_206436",40797,"","NM_141402","CG15186","Dmel\CG15186","uncharacterized protein","protein-coding",5.72,6.01,5.36,0.65,0.00221,0.0247,6600,"chr3R",6495712,6495911,"TTS (NM_206436)","TTS (NM_206436)",6428,"NM_001300267",40797,"","CG15186","Dmel\CG15186","uncharacterized protein","protein-coding",4.59,5.03,3.96,1.07,9.2e-06,0.00254
9334,"chr3R",30548397,30548596,"5' UTR (NM_170506, exon 2 of 8)","5' UTR (NM_170506, exon 2 of 8)",1517,"NM_001170306",43633,"Dm.6774","NM_057683","tmod","1309/10|CG11493|CG1539|CG15540|CT3919|CT41421|Dmel\CG1539|E42|Tmod|l(3)00848|l(3)S130910|spdo","tropomodulin","protein-coding",5.99,6.27,5.63,0.64,0.000939,0.0136,8741,"chr3R",30537339,30537538,"intron (NM_001104512, intron 2 of 9)","intron (NM_001104512, intron 2 of 9)",-1521,"NM_001170304",43633,"Dm.6774","tmod","1309/10|CG11493|CG1539|CG15540|CT3919|CT41421|Dmel\CG1539|E42|Tmod|l(3)00848|l(3)S130910|spdo","tropomodulin","protein-coding",5.45,5.74,5.09,0.65,0.00137,0.0991
6922,"chr3R",5279742,5279941,"promoter-TSS (NM_170644)","promoter-TSS (NM_170644)",67,"NM_170644",45467,"Dm.24822","NM_143760","mtd","CG10196|CG10199|CG32464|Dmel\CG32464|L(3)82Fd|L82|anon-EST:Posey263|l(3)82FD|l(3)82Fd","mustard","protein-coding",5.94,5.65,6.19,-0.54,0.0124,0.0809,6483,"chr3R",5289191,5289390,"intron (NM_001031977, intron 15 of 18)","intron (NM_001031977, intron 15 of 18)",-1970,"NM_170642",45467,"Dm.24822","mtd","CG10196|CG10199|CG32464|Dmel\CG32464|L(3)82Fd|L82|anon-EST:Posey263|l(3)82FD|l(3)82Fd","mustard","protein-coding",5.44,5.72,5.11,0.61,0.000819,0.0722
6882,"chr3R",4996680,4996879,"intron (NM_141254, intron 1 of 3)","intron (NM_141254, intron 1 of 3)",-10659,"NR_048322",12798228,"","NR_048322","lncRNA:CR43424","CR43424|Dmel\CR43424","long non-coding RNA:CR43424","ncRNA",5.74,6,5.43,0.57,0.00507,0.0434,6448,"chr3R",4995660,4995859,"intron (NM_141254, intron 1 of 3)","intron (NM_141254, intron 1 of 3)",-9639,"NR_048322",12798228,"","lncRNA:CR43424","CR43424|Dmel\CR43424","long non-coding RNA:CR43424","ncRNA",5.26,5.5,4.98,0.53,0.00105,0.0818
8510,"chr3R",21953679,21953878,"intron (NM_001104395, intron 2 of 6)","intron (NM_001104395, intron 2 of 6)",4664,"NM_001104395",44936,"Dm.21704","NM_143745","Eip93F","CG18389|Dmel\CG18389|E93|Eip93|Eip93f|anon-WO02059370.58|eip93f|l(3)93|l(3)ry93|lincRNA.833|psg11","Ecdysone-induced protein 93F","protein-coding",6.85,6.56,7.09,-0.52,0.000461,0.0079,7981,"chr3R",21958028,21958227,"intron (NM_001104395, intron 2 of 6)","intron (NM_001104395, intron 2 of 6)",9013,"NM_001104395",44936,"Dm.21704","Eip93F","CG18389|Dmel\CG18389|E93|Eip93|Eip93f|anon-WO02059370.58|eip93f|l(3)93|l(3)ry93|lincRNA.833|psg11","Ecdysone-induced protein 93F","protein-coding",5.13,5.41,4.78,0.63,0.000455,0.0503
