PeakID (cmd=annotatePeaks.pl Kirkland_LamB_DESEQ2.bed dm6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
7066	chr3R	13554131	13554330	+	1.00	NA	Intergenic	Intergenic	-8830	NM_169526	318688	Dm.5200	NM_169526		CG31337	BcDNA:RE40816|Dmel\CG31337	uncharacterized protein	protein-coding
10142	chrX	15453321	15453520	+	1.00	NA	promoter-TSS (NM_132796)	promoter-TSS (NM_132796)	-51	NM_132796	32472	Dm.5340	NM_132796		CG11655	Dmel\CG11655	uncharacterized protein	protein-coding
8813	chrX	755879	756078	+	1.00	NA	promoter-TSS (NM_130500)	promoter-TSS (NM_130500)	-208	NM_130500	31020	Dm.5418	NM_130500		CG5254	CT16777|Dmel\CG5254|EG:BACR19J1.2	uncharacterized protein	protein-coding
3447	chr2R	19414519	19414718	+	1.00	NA	promoter-TSS (NR_048146)	promoter-TSS (NR_048146)	-128	NR_048146	12798346		NR_048146		snoRNA:hts-a	CR43579|Dmel\CR43579|snoHACA_05	ncRNA	ncRNA
5091	chr3L	11023333	11023532	+	1.00	NA	promoter-TSS (NM_143709)	promoter-TSS (NM_143709)	-103	NM_143709	44006	Dm.3344	NM_143709		Fad2	CG7923|Dmel\CG7923|desatF|desatF-alpha|dsat-F|fad|fad2	Fad2	protein-coding
9507	chrX	8141830	8142029	+	1.00	NA	TTS (NM_132219)	TTS (NM_132219)	350	NM_001298077	31738	Dm.2941	NM_078524		Smox	CG2262|DSMAD2|DSmad2|Dmel\CG2262|SMAD2|SMOX|Sad|Smad|Smad2|SmoX|dSMAD2|dSmad2|dsmad2|l(1)G0348|sad|smad2|smox|ted|tmp	Smad on X	protein-coding
2404	chr2R	9972789	9972988	+	1.00	NA	TTS (NM_165725)	TTS (NM_165725)	1745	NM_165725	36038	Dm.7992	NM_136698		CG12134	Dmel\CG12134	uncharacterized protein	protein-coding
8719	chr4	486643	486842	+	1.00	NA	promoter-TSS (NM_001272128)	promoter-TSS (NM_001272128)	-709	NM_001272128	43794	Dm.17798	NM_143667		Asator	CG11533|CK I|CKI-like|Dmel\CG11533	asator	protein-coding
405	chr2L	4393926	4394125	+	1.00	NA	promoter-TSS (NM_164582)	promoter-TSS (NM_164582)	-149	NM_134984	33643	Dm.12199	NM_134984		CG3652	Dmel\CG3652	uncharacterized protein	protein-coding
4105	chr3L	680394	680593	+	1.00	NA	promoter-TSS (NM_167838)	promoter-TSS (NM_167838)	-167	NM_138204	38080	Dm.799	NM_138204		CG17129	Dmel\CG17129	uncharacterized protein	protein-coding
8044	chr3R	24053935	24054134	+	1.00	NA	promoter-TSS (NR_125240)	promoter-TSS (NR_125240)	-357	NM_001300566	42851	Dm.6017	NM_142953		CG6000	BcDNA:RE30346|Dmel\CG6000	uncharacterized protein	protein-coding
10357	chrX	17576073	17576272	+	1.00	NA	promoter-TSS (NM_167570)	promoter-TSS (NM_167570)	-71	NM_167570	32732	Dm.11951	NM_132993		Ankle2	CG8465|Dmel\CG8465|anon-WO03040301.175|anon-WO03040301.177|anon-WO03040301.179|dAnkle2|l(1)G0222|l(1)G0316	Ankyrin repeat and LEM domain containing 2	protein-coding
5524	chr3L	16041534	16041733	+	1.00	NA	promoter-TSS (NR_133247)	promoter-TSS (NR_133247)	-762	NR_133247	26067217		NR_133247		asRNA:CR45889	CR45889|Dmel\CR45889	antisense RNA:CR45889	ncRNA
2314	chr2R	9242529	9242728	+	1.00	NA	TTS (NM_080089)	TTS (NM_080089)	308	NM_136629	35948	Dm.5612	NM_136629		Cyp4p3	4p3|CG10843|Dmel\CG10843	Cyp4p3	protein-coding
5056	chr3L	10681916	10682115	+	1.00	NA	intron (NM_001274755, intron 1 of 8)	intron (NM_001274755, intron 1 of 8)	-9009	NM_140151	39213	Dm.6149	NM_140151		CG11811	Dmel\CG11811	uncharacterized protein	protein-coding
7848	chr3R	22052939	22053138	+	1.00	NA	intron (NM_001032032, intron 2 of 7)	intron (NM_001032032, intron 2 of 7)	10847	NM_001275893	42596	Dm.20227	NM_079723		how	0904/17|24B|CG10293|Dmel\CG10293|HOW|How|KH93F|P62|SZ1|Who/How|anon-EST:Liang-2.39|clone 2.39|l(3)S053606|l(3)S090417|l(3)j5B5|l(3)j5D5|l(3)s2612|qkr|qkr[93F]|sci|stru|who	held out wings	protein-coding
4737	chr3L	7829753	7829952	+	1.00	NA	intron (NM_001274618, intron 1 of 5)	intron (NM_001274618, intron 1 of 5)	-1834	NM_168239	45588	Dm.1594	NM_080093		Pdp1	CG17888|DM1|DM32|Dmel\CG17888|PDP|PDP1|PDP1epsilon|Pdp-1|Pdp1 epsilon|Pdp1&e;gr|Pdp1e|Pdp1epsilon|anon-WO0140519.206|mel_pdp1|pdp|pdp1|pdp1epsilon	PAR-domain protein 1	protein-coding
5225	chr3L	12201303	12201502	+	1.00	NA	exon (NM_168493, exon 3 of 5)	exon (NM_168493, exon 3 of 5)	2533	NM_079314	39396	Dm.20072	NM_079314		Adk1	ADK-1|AK1|CG17146|DAK1|Dak1|Dmel\CG17146|adk1|bs34e10.y1	Adenylate kinase 1	protein-coding
9901	chrX	12665100	12665299	+	1.00	NA	promoter-TSS (NR_144675)	promoter-TSS (NR_144675)	-18	NR_144675	30522424		NR_144675		mir-9377	CR46293|Dmel\CR46293|dme-mir-9377	mir-9377 stem loop	miscRNA
1509	chr2L	17386508	17386707	+	1.00	NA	intron (NM_001273598, intron 1 of 13)	intron (NM_001273598, intron 1 of 13)	461	NM_001273598	35042	Dm.3487	NM_135991		CLIP-190	CG5020|CLIP190|Clip- 190|Clip-190|Clip190|D-CLIP-19|D-CLIP-190|D-CLIP-195|D-CLIP-90|D-Clip-190|Dmel\CG5020	Cytoplasmic linker protein 190	protein-coding
631	chr2L	6852117	6852316	+	1.00	NA	promoter-TSS (NM_057866)	promoter-TSS (NM_057866)	-99	NM_057866	33959	Dm.1896	NM_057866		Rca1	152549_at|CG10800|CLD4|Dmel\CG10800|Emi1|FBXO5|P3300|RCA1|S(rux)2A|l(2)03300|rca1	Regulator of cyclin A1	protein-coding
8741	chr4	834086	834285	+	1.00	NA	5' UTR (NM_001014695, exon 1 of 5)	5' UTR (NM_001014695, exon 1 of 5)	208	NM_001014695	43844	Dm.18582	NM_166792		Sox102F	CG11153|Dmel\CG11153|SOX102D|SOXD|Sox D|Sox102D|SoxD	Sox102F	protein-coding
5787	chr3L	18564876	18565075	+	1.00	NA	intron (NM_140783, intron 1 of 3)	intron (NM_140783, intron 1 of 3)	4717	NM_140783	40020	Dm.23463	NM_140783		AstC-R1	ASTC-R1|CG7285|Dmel\CG7285|Drostar1|anon-WO0131005.19|anon-WO0170980.79|anon-WO0170980.80|drSTAR1|star1	Allatostatin C receptor 1	protein-coding
1450	chr2L	16530177	16530376	+	1.00	NA	intron (NM_001273574, intron 1 of 2)	intron (NM_001273574, intron 1 of 2)	-1354	NR_003761	5740145	Dm.34515	NR_003761		snoRNA:Me28S-C1237	CR34667|Dmel\CR34667|Me28S-Cm1237	ncRNA	ncRNA
10547	chrX	19578511	19578710	+	1.00	NA	promoter-TSS (NM_001272779)	promoter-TSS (NM_001272779)	-108	NM_001272779	32948	Dm.7188	NM_134475		Tao	AAF48973|CG14217|Dmel\CG14217|MARKK|TAO1|Tao-1|Tao1|dTao-1|tao|tao-1|tao1	Tao	protein-coding
7416	chr3R	17125317	17125516	+	1.00	NA	promoter-TSS (NM_001275730)	promoter-TSS (NM_001275730)	-27	NM_001275728	42066	Dm.6964	NM_079659		cher	CG3937|Cher|Dmel\CG3937|FLN|FLN90|Fil|joy|sko	cheerio	protein-coding
5621	chr3L	16865173	16865372	+	1.00	NA	promoter-TSS (NM_206388)	promoter-TSS (NM_206388)	-23	NM_206388	39889	Dm.6522	NM_140673		Lmpt	BcDNA:RE37250|CG11914|CG11915|CG11916|CG32171|CG33256|CG42679|CG9959|Dmel\CG42679|Dmel_CG11915|Dmel_CG32171|Dmel_CG33256|lmpt	Limpet	protein-coding
640	chr2L	6950300	6950499	+	1.00	NA	promoter-TSS (NM_135242)	promoter-TSS (NM_135242)	-22	NM_057920	33974	Dm.336	NM_057920		SA	CG3423|DSA|DSA1|DmSA|Dmel\CG3423|ESTS:92H2T|SA-1|SCC3|Scc3	Stromalin	protein-coding
5794	chr3L	18675433	18675632	+	1.00	NA	promoter-TSS (NM_168772)	promoter-TSS (NM_168772)	-119	NM_168771	40033	Dm.1608	NM_079417		GNBP2	CG4144|DGNBP-2|Dmel\CG4144|GNBP|gnbp2	Gram-negative bacteria binding protein 2	protein-coding
3706	chr2R	22331932	22332131	+	1.00	NA	promoter-TSS (NM_057861)	promoter-TSS (NM_057861)	41	NM_057861	37551		NM_057861		T3dh	CG3425|Dmel\CG3425	Type III alcohol dehydrogenase	protein-coding
4172	chr3L	1304540	1304739	+	1.00	NA	TTS (NM_138251)	TTS (NM_138251)	1695	NM_138250	38147	Dm.4949	NM_138250		CG9149	ACAT|Dmel\CG9149	uncharacterized protein	protein-coding
7306	chr3R	16025916	16026115	+	1.00	NA	promoter-TSS (NM_169697)	promoter-TSS (NM_169697)	-64	NM_001275692	44849	Dm.7432	NM_057337		pnr	CG3978|CG3978-PA|Dmel\CG3978|GATA|GATA4|GATAa|GATAa/Pannier|PNR|Pnr|dGATAa|dGATAa/pannier|l(3)89B3|prn	pannier	protein-coding
6618	chr3R	8652860	8653059	+	1.00	NA	promoter-TSS (NM_141552)	promoter-TSS (NM_141552)	-43	NM_134311	41022	Dm.7901	NM_057876		Dhod	CG9741|DHOD|DHODH|Dmel\CG9741|dhod|l(3)s3512	Dihydroorotate dehydrogenase	protein-coding
1432	chr2L	16351328	16351527	+	1.00	NA	intron (NM_078859, intron 1 of 2)	intron (NM_078859, intron 1 of 2)	-1144	NM_001273570	34974		NM_078859		chif	BG:DS09218.1|BG:DS09218.2|CG5813|CG5817|Chif|DS09218.1|Dbf4|Dmel\CG5813|chf|fs(2)chiffon	chiffon	protein-coding
5628	chr3L	16884475	16884674	+	1.00	NA	intron (NM_001259879, intron 3 of 9)	intron (NM_001259879, intron 3 of 9)	2383	NR_133257	26067226		NR_133257		lncRNA:CR45898	CR45898|Dmel\CR45898	long non-coding RNA:CR45898	ncRNA
4740	chr3L	7837143	7837342	+	1.00	NA	intron (NM_001274618, intron 1 of 5)	intron (NM_001274618, intron 1 of 5)	-4169	NM_168238	45588	Dm.1594	NM_080093		Pdp1	CG17888|DM1|DM32|Dmel\CG17888|PDP|PDP1|PDP1epsilon|Pdp-1|Pdp1 epsilon|Pdp1&e;gr|Pdp1e|Pdp1epsilon|anon-WO0140519.206|mel_pdp1|pdp|pdp1|pdp1epsilon	PAR-domain protein 1	protein-coding
3452	chr2R	19442195	19442394	+	1.00	NA	promoter-TSS (NR_003809)	promoter-TSS (NR_003809)	-48	NM_001299685	37235	Dm.700	NM_057706		RpL11	BcDNA:LD17235|CG7726|DL11|Dmel\CG7726|EST A|L11|RPL11|Rp L11|chr2R:14957112..14957299|l(2)k16914	Ribosomal protein L11	protein-coding
4689	chr3L	7361128	7361327	+	1.00	NA	promoter-TSS (NM_168207)	promoter-TSS (NM_168207)	666	NM_139854	38819	Dm.14937	NM_139854		Sec63	CG8583|Dmel\CG8583|anon-WO0118547.333|peg|sec63	Secretory 63	protein-coding
9543	chrX	8533853	8534052	+	1.00	NA	intron (NM_001169233, intron 3 of 7)	intron (NM_001169233, intron 3 of 7)	-4254	NM_132259	31791	Dm.2982	NM_132259		PIP82	CG11219|Dmel\CG11219	PIP82	protein-coding
9908	chrX	12727927	12728126	+	1.00	NA	intron (NR_073653, intron 1 of 1)	intron (NR_073653, intron 1 of 1)	2927	NR_073653	14462398		NR_073653		lncRNA:CR43963	CR43963|Dmel\CR43963	long non-coding RNA:CR43963	ncRNA
8748	chr4	958343	958542	+	1.00	NA	promoter-TSS (NM_166798)	promoter-TSS (NM_166798)	-50	NM_166797	43836	Dm.14788	NM_166796		4E-T	CG11097|CG11232|CG32016|Dm4E-T|Dmel\CG32016	eIF4E-Transporter	protein-coding
3403	chr2R	18975617	18975816	+	1.00	NA	exon (NM_137544, exon 3 of 4)	exon (NM_137544, exon 3 of 4)	-1798	NM_001202045	37189	Dm.15890	NM_001202045		CG18605	Dmel\CG18605	uncharacterized protein	protein-coding
119	chr2L	1157942	1158141	+	1.00	NA	promoter-TSS (NM_134733)	promoter-TSS (NM_134733)	221	NM_001038780	45233	Dm.254	NM_001038780		capt	Acap|BcDNA:LD24380|CAP|CG33979|CG5061|CG5074|CP|Cap|Capt|Capulet|Dcap|Dmel\CG33979|acu|cap|capping protein|cyclase-associated protein|l(2)06955|punc	capulet	protein-coding
4326	chr3L	2774238	2774437	+	1.00	NA	promoter-TSS (NM_139491)	promoter-TSS (NM_139491)	-1	NM_001274412	38344	Dm.827	NM_139491		Atg2	ATG2|CG1241|Dmel\CG1241|EP3697|atg2	Autophagy-related 2	protein-coding
4999	chr3L	9846989	9847188	+	1.00	NA	intron (NM_001274735, intron 1 of 4)	intron (NM_001274735, intron 1 of 4)	8197	NM_168382	39158	Dm.919	NM_079290		RasGAP1	CG6721|Dmel\CG6721|FBpp0076097|GAP|GAP1|Gap|Gap 1|Gap1|Ras-GAP|RasGAP|RasGap1|gap|gap1|mip|rI533|rasGAP|sxt	Ras GTPase activating protein 1	protein-coding
10141	chrX	15449523	15449722	+	1.00	NA	promoter-TSS (NM_078609)	promoter-TSS (NM_078609)	261	NM_001272643	32470	Dm.20482	NM_132795		Scamp	BcDNA:GM04934|CG9195|Dmel\CG9195|SCAMP|Sc|anon-EST:fe1F7|dmSC|dmSCAMP	scamp	protein-coding
7713	chr3R	20885652	20885851	+	1.00	NA	Intergenic	Intergenic	-6367	NR_074033	14462492		NR_074033		lncRNA:CR44048	CR44048|Dmel\CR44048	long non-coding RNA:CR44048	ncRNA
3430	chr2R	19293180	19293379	+	1.00	NA	intron (NM_001274157, intron 1 of 5)	intron (NM_001274157, intron 1 of 5)	750	NM_137564	37216	Dm.3281	NM_137564		Tab2	7417|CG7417|Dmel\CG7417|ORF1|TAB|TAB2|cg7417|dTAB2|dTab2|galere|tab-2|tab2	TAK1-associated binding protein 2	protein-coding
3209	chr2R	17271928	17272127	+	1.00	NA	intron (NM_001144216, intron 1 of 5)	intron (NM_001144216, intron 1 of 5)	6509	NM_001274118	36945	Dm.2992	NM_176210		mbl	BG01127|CG10941|CG14477|CG33197|Dmel\CG33197|Mbl|chaste|chst|cht|l(2)01038|l(2)k01212|l(2)k05507|mb1|mbn|mm|n(2)k07110	muscleblind	protein-coding
6611	chr3R	8517809	8518008	+	1.00	NA	promoter-TSS (NM_141546)	promoter-TSS (NM_141546)	40	NM_141546	41009	Dm.6147	NM_141546		CG11737	Dmel\CG11737	uncharacterized protein	protein-coding
9765	chrX	11086261	11086460	+	1.00	NA	promoter-TSS (NM_078559)	promoter-TSS (NM_078559)	-61	NM_078559	32039		NM_078559		sev	7LES|7less|CG18085|CT3980|DROSEV|DROSEV1|DmHD-265|Dmel\CG18085|HD-265|SEV|Sev|sev(AC)[[14]]	sevenless	protein-coding
2092	chr2R	7373087	7373286	+	1.00	NA	intron (NM_001043011, intron 2 of 23)	intron (NM_001043011, intron 2 of 23)	8683	NM_001043024	35652	Dm.2832	NM_078925		Dscam1	43Bc|CG17800|CT39257|DSCAM|DScam|DmDscam|Dm_2R:13579|Dm_2R:13612|Dmel\CG17800|DsCam|Dscam|Dscam-hv|Dsm|Neu1|dScam|dscam|dscam1|l(2)05518|l(2)43Bc|p270	Down syndrome cell adhesion molecule 1	protein-coding
6215	chr3L	25115855	25116054	+	1.00	NA	promoter-TSS (NM_001015224)	promoter-TSS (NM_001015224)	-8	NM_001015224	3354977	Dm.29312	NM_001015223		MED21	CG17397|CG40364|Dmel\CG17397|Med21|Trap19|dSRB7|dTRAP19|p18	Mediator complex subunit 21	protein-coding
7819	chr3R	21884393	21884592	+	1.00	NA	promoter-TSS (NR_125230)	promoter-TSS (NR_125230)	-38	NM_142736	42578	Dm.5780	NM_142736		fit	CG17820|Dmel\CG17820|Fit	female-specific independent of transformer	protein-coding
251	chr2L	2872774	2872973	+	1.00	NA	intron (NM_164511, intron 1 of 4)	intron (NM_164511, intron 1 of 4)	1616	NM_164511	33489	Dm.11419	NM_164511		CG31694	CG15401|CG3098|Dmel\CG31694	uncharacterized protein	protein-coding
3313	chr2R	18342396	18342595	+	1.00	NA	intron (NM_001169718, intron 1 of 12)	intron (NM_001169718, intron 1 of 12)	14801	NM_001169720	44027	Dm.3258	NM_079939		sbb	Bks|Brakeless|CG5580|Dmel\CG5580|GM04742|Group IIa|SBb|Sbb|bks|disc6|l(2)04440|mtv|plt|sbb/mtv	scribbler	protein-coding
532	chr2L	5801949	5802148	+	1.00	NA	promoter-TSS (NM_135116)	promoter-TSS (NM_135116)	-73	NM_135115	33808	Dm.314	NM_135115		CG14005	Dmel\CG14005	uncharacterized protein	protein-coding
3449	chr2R	19421972	19422171	+	1.00	NA	intron (NM_001169733, intron 1 of 5)	intron (NM_001169733, intron 1 of 5)	2043	NM_001169735	37230	Dm.7676	NM_057529		hts	1B1|ADD-87|Add|Add-hts|Add1|Add2|Adducin|CG34197|CG43443|CG9325|Dmel\CG43443|Dmel_CG34197|Dmel_CG9325|EST D|HTS|HTS-R1|HTS-RC|HTS_DROME|Hts|Hts-RC|HtsF|HtsRC|Ovhts|Ovhts-RC|add|add-like|adducin|anon-EST:Posey9|htsRC|l(2)00634|l(2)01103|l(2)k06121|l(2)k14523	hu li tai shao	protein-coding
7070	chr3R	13644981	13645180	+	1.00	NA	intron (NM_206481, intron 1 of 8)	intron (NM_206481, intron 1 of 8)	949	NM_143952	41666	Dm.7189	NM_143952		sqd	BcDNA:GM03761|CG16901|CG17791|CR33328|Dmel\CG16901|Dmel_CR33328|HRP40|Hrb87|Hrb87Fb|Hrp40|RRM3|Rbp3|SQD|Sqd|Squid|fs(3)00048|hnRNP 1|hnRNP A|hrp40|l(3)EP3631|l(3)j4B4|l(3)j6E3|l(3)j8E7|rrm3	squid	protein-coding
3061	chr2R	15869063	15869262	+	1.00	NA	promoter-TSS (NM_166120)	promoter-TSS (NM_166120)	-15	NM_166120	246445	Dm.7285	NM_166120		Rif1	BcDNA:LD22218|CG30085|Dmel\CG30085|XM_080537.1|dRif1	Rap1 interacting factor 1	protein-coding
1901	chr2R	4516431	4516630	+	1.00	NA	promoter-TSS (NM_001273771)	promoter-TSS (NM_001273771)	-72	NM_001273771	3355144	Dm.5474	NM_001042975		RpL38	41Af|41Ag|BcDNA:RE42506|CG18001|CG40278|Dmel\CG18001|E-2b|GroupIV|M(2)41A|M(2)S2|M(2)S3|Rp L38|l(2)41Af|l(2)41Ag|l(2)41Ai|l(2)EMS4-72|l(2)EMS45-72|l(2R)A'	Ribosomal protein L38	protein-coding
9509	chrX	8155371	8155570	+	1.00	NA	TTS (NM_132225)	TTS (NM_132225)	1916	NM_078525	31746	Dm.2940	NM_078525		Traf6	CG10961|DTRAF2|Dmel\CG10961|EP325|TRAF|TRAF2|TRAF6|Traf2|dTRAF2|dTRAF6|dTraf2|dTraf6|dtraf2|traf2	TNF-receptor-associated factor 6	protein-coding
7186	chr3R	14714973	14715172	+	1.00	NA	intron (NM_001038966, intron 1 of 8)	intron (NM_001038966, intron 1 of 8)	9189	NM_001038966	41783		NM_001038966		kibra	CG12600|CG33967|CG7552|DmKibra|Dmel\CG33967|Kbr|Kib|Kibra|ORE-2|RE26350|kbr|kib|l(3)02404|l(3)j5C3|l(3)neo42	kibra	protein-coding
8717	chr4	481849	482048	+	1.00	NA	promoter-TSS (NM_166765)	promoter-TSS (NM_166765)	22	NM_001272125	43794	Dm.17798	NM_143667		Asator	CG11533|CK I|CKI-like|Dmel\CG11533	asator	protein-coding
2466	chr2R	10473836	10474035	+	1.00	NA	intron (NM_001169640, intron 1 of 8)	intron (NM_001169640, intron 1 of 8)	1546	NM_001169641	36109	Dm.6501	NM_078961		whd	BEST:GH27794|CG12891|CPT1|CPTI|Cpt1|Dmel\CG12891|cpt1|dCPT1|gh27794	withered	protein-coding
4598	chr3L	5899387	5899586	+	1.00	NA	promoter-TSS (NM_168144)	promoter-TSS (NM_168144)	-42	NM_168144	318016	Dm.11429	NM_168144		CG32409	BcDNA:LD24586|Dmel\CG32409	uncharacterized protein	protein-coding
4800	chr3L	8346751	8346950	+	1.00	NA	promoter-TSS (NM_139956)	promoter-TSS (NM_139956)	289	NM_001104079	38945	Dm.13603	NM_139956		GAPcenA	CG7112|Dmel\CG7112|FBgn 35879|FBgn0035879|GapcenA	GTPase activating protein and centrosome-associated	protein-coding
4874	chr3L	8856201	8856400	+	1.00	NA	intron (NM_001259756, intron 1 of 8)	intron (NM_001259756, intron 1 of 8)	-10486	NR_133192	26067151		NR_133192		lncRNA:CR45823	CR45823|Dmel\CR45823	long non-coding RNA:CR45823	ncRNA
8590	chr3R	30746210	30746409	+	1.00	NA	promoter-TSS (NM_170521)	promoter-TSS (NM_170521)	-19	NM_170521	43649	Dm.20410	NM_143567		Npc2h	BcDNA:GH26608|BcDNA:RH04252|BcDNA:RH68460|CG11315|DmML1A|Dmel\CG11315|npc2h	Niemann-Pick type C-2h	protein-coding
8808	chrX	644364	644563	+	1.00	NA	promoter-TSS (NM_130495)	promoter-TSS (NM_130495)	-298	NM_130495	31013	Dm.12267	NM_130495		CG13367	Dmel\CG13367|EG:115C2.8|anon-1BCb	uncharacterized protein	protein-coding
9450	chrX	7636984	7637183	+	1.00	NA	intron (NM_001258636, intron 2 of 7)	intron (NM_001258636, intron 2 of 7)	4861	NM_001258636	44540	Dm.1827	NM_080025		ct	BcDNA:GH10590|CG11387|CT|CUT|Ct|Cut|Dmel\CG11387|kf|l(1)7Ba|l(1)7Bb|l(1)VE614	cut	protein-coding
7004	chr3R	12585050	12585249	+	1.00	NA	intron (NM_001316576, intron 1 of 6)	intron (NM_001316576, intron 1 of 6)	8849	NM_001260149	41549	Dm.29778	NM_001038960		Octbeta2R	CG18553|CG33976|CG6989|DmCG6989|DmOctbeta2R|Dm_3R:45121|Dmel\CG33976|OCTbeta2R|OctB2R|OctBeta2|Octbeta2r|anon-WO0170980.184|anon-WO0170980.185|octb2R|octbeta2R	Octopamine beta2 receptor	protein-coding
8292	chr3R	26924822	26925021	+	1.00	NA	5' UTR (NM_001363936, exon 2 of 12)	5' UTR (NM_001363936, exon 2 of 12)	1279	NM_001363935	44359	Dm.12697	NM_144487		CG46339	BcDNA:GH07466|CG5518|Dmel\CG46339|sda	uncharacterized protein	protein-coding
4739	chr3L	7835269	7835468	+	1.00	NA	intron (NM_001274618, intron 1 of 5)	intron (NM_001274618, intron 1 of 5)	-2295	NM_168238	45588	Dm.1594	NM_080093		Pdp1	CG17888|DM1|DM32|Dmel\CG17888|PDP|PDP1|PDP1epsilon|Pdp-1|Pdp1 epsilon|Pdp1&e;gr|Pdp1e|Pdp1epsilon|anon-WO0140519.206|mel_pdp1|pdp|pdp1|pdp1epsilon	PAR-domain protein 1	protein-coding
3243	chr2R	17593073	17593272	+	1.00	NA	promoter-TSS (NM_166241)	promoter-TSS (NM_166241)	381	NM_001274132	36999	Dm.2783	NM_079055		Smurf	CG4943|D-smurf|DSmurf|Dmel\CG4943|Dsmurf|LACK|Lack|SMURF|Smurf ubiquitin ligase|d-smurf|dSmurf|dSmurf1|lack|smurf	SMAD specific E3 ubiquitin protein ligase	protein-coding
9432	chrX	7204840	7205039	+	1.00	NA	intron (NM_167121, intron 1 of 3)	intron (NM_167121, intron 1 of 3)	8910	NM_167121	31660	Dm.20992	NM_132157		CG9650	Dmel\CG9650	uncharacterized protein	protein-coding
5335	chr3L	13480259	13480458	+	1.00	NA	promoter-TSS (NM_168554)	promoter-TSS (NM_168554)	-86	NM_168553	39518	Dm.7183	NM_168551		stv	CG10745|CG14108|CG32130|Dmel\CG32130|GH04349|Stv|cg32130|dBAG3|l(3)00543	starvin	protein-coding
6345	chr3R	5232240	5232439	+	1.00	NA	promoter-TSS (NM_141262)	promoter-TSS (NM_141262)	-130	NM_080258	53566	Dm.1067	NM_080258		Kat60	CG10229|Dm-Kat60|DmCG10229|Dmel\CG10229|Katanin-60|kat60|katanin-60|katanin60-dm	Katanin 60	protein-coding
4833	chr3L	8579756	8579955	+	1.00	NA	intron (NM_001274662, intron 2 of 7)	intron (NM_001274662, intron 2 of 7)	1113	NM_001274661	38981	Dm.15474	NM_168278		CG43078	CG17926|CG32352|CG32353|CG32355|CG6239|Dmel\CG43078|Dmel_CG32352|Dmel_CG32353|Dmel_CG32355|lincRNA.473	uncharacterized protein	protein-coding
624	chr2L	6787549	6787748	+	1.00	NA	promoter-TSS (NM_057819)	promoter-TSS (NM_057819)	-787	NM_001273234	33952	Dm.4821	NM_057819		nrv1	42kDa|CG9258|Dmel\CG9258|K-ATPase|NKA-alpha|Na|NaK ATPase|Na[+]/K[+] ATPase|Na[+]/K[+]-ATPase|Na[+]/K[+]ATPase|Nrv|Nrv1|nervana	nervana 1	protein-coding
523	chr2L	5560048	5560247	+	1.00	NA	intron (NM_078761, intron 3 of 12)	intron (NM_078761, intron 3 of 12)	805	NM_078761	33789	Dm.6941	NM_078761		GluRIIB	CG7234|DGluIIB|DGluR-IIB|DGluRIIB|DmelGluRIIB|Dmel\CG7234|Glu-RIIB|GluRIIb|dGluRIIB|dglurIIB|glurIIB	Glutamate receptor IIB	protein-coding
8801	chrX	546598	546797	+	1.00	NA	intron (NM_001258520, intron 2 of 10)	intron (NM_001258520, intron 2 of 10)	15527	NM_001258519	31002	Dm.4862	NM_057278		Appl	APP|APP-like|APPL|Abeta|BcDNA:GH04413|CG7727|Dmel\CG7727|EG:65F1.5|appl|dAPPl|dAbeta	beta amyloid protein precursor-like	protein-coding
2545	chr2R	11185693	11185892	+	1.00	NA	intron (NM_057375, intron 1 of 7)	intron (NM_057375, intron 1 of 7)	2568	NM_057375	36171	Dm.4730	NM_057375		shn	BEST:SD06302|CG7734|Dmel\CG7734|EP(2)2359|EP2359|SD06302|SHN|Schnurri|Shn|l(2)04738|quo	schnurri	protein-coding
10068	chrX	14226175	14226374	+	1.00	NA	promoter-TSS (NM_132720)	promoter-TSS (NM_132720)	-15	NM_078597	32375	Dm.2916	NM_078597		mRpL38	CG15871|Dmel\CG15871|MRP-L3|mRpL3a	mitochondrial ribosomal protein L38	protein-coding
4591	chr3L	5819495	5819694	+	1.00	NA	intron (NM_001014565, intron 1 of 5)	intron (NM_001014565, intron 1 of 5)	-6501	NM_139734	38656	Dm.20034	NM_139734		mad2	CG17498|Dmel\CG17498|MAD2|Mad2	mad2	protein-coding
1908	chr2R	4782820	4783019	+	1.00	NA	promoter-TSS (NR_133104)	promoter-TSS (NR_133104)	29	NR_133104	26067381		NR_133104		lncRNA:CR46064	CR46064|Dmel\CR46064|TCONS_00017414	long non-coding RNA:CR46064	ncRNA
6944	chr3R	11855457	11855656	+	1.00	NA	intron (NM_141865, intron 1 of 2)	intron (NM_141865, intron 1 of 2)	13904	NM_141865	41434		NM_141865		CG6959	6959|CT21563|Dmel\CG6959	uncharacterized protein	protein-coding
5934	chr3L	19928797	19928996	+	1.00	NA	promoter-TSS (NM_140904)	promoter-TSS (NM_140904)	153	NM_001275151	40179	Dm.1007	NM_140905		RhoGDI	CG7823|Dmel\CG7823	RhoGDI	protein-coding
